cn_name,en_name,stype,genbank,desc,envir,liter,discuss,sample,other
藏黄梅,Xanthoparmelia xizangensisType:,无信息,无信息,"地衣体: 叶状，松散贴生基物，较脆，宽4～6 cm，黄绿色；裂片：近线形，宽0.8～1.5 mm，二叉分枝，顶端具棕色边缘；上表面：有光泽，均匀散生白色斑点，裂芽球形，直径0.15～0.2 mm，高达0.8 mm，浅棕色至棕褐色，稀疏分枝；髓层：白色；下表面：平坦，中央部分黑色，近顶端具微黄边缘，具稀疏至中等程度的黑色假根，假根单一，长0.3～0.6 mm；分生孢子器及分生孢子：发达，分生孢子纺锤形，直径0.5× 4～5 um；子囊盘未见；地衣特征化合物：含salazinic, consalazinic, usnic acids。",岩石表面生。,西藏（文献？）。,该种是极少的同时具有白色点状结构和裂芽种之一，上表面形态与暗腹黄梅类似，但后者有连续的球状裂芽。,无信息,无信息
毛状小孢发,"Bryoria trichodes (Michx.) Brodo & D. Hawksw., Opera Bot. 42: 92, 1977≡Setaria trichodes Michx., Fl. Boreali-Americ. 2: 331, 1803.","CANADA, ad ramulos putridos (PC holotype).","HQ402708, HQ402710","地衣体：枝状，下垂，半下垂或俯卧，长7 ～ 15（～ 20） cm，主枝直径0.1 ～ 0.2（～ 0.45） mm；表面：半透明至淡鹿棕色或暗棕色，主干和部分区域加黑，具光泽；侧生垂直小刺状分枝，无真正的侧生小刺；粉芽及裂芽：稀见，呈非典型裂缝状，枝条强烈开裂，甚至弯折，暴露出含大量粉芽的粉芽堆；假杯点：两型，在毛状亚种（原亚种）（subsp. trichode）s中密生，椭圆形，白色，凸起；在美洲亚种（subsp. americana）中散生，梭形至长梭形，微棕，下陷；子囊盘：常见或偶见，盘面成熟后凸起，直径0.5 ～ 1（～ 2）mm，红棕色；子囊：内含 8个孢子；孢子：椭圆形，无色单胞，直径5.5 ～ 6（～ 7）× 4 ～ 5 μm；分生孢子器：未见。地衣特征化合物: 皮层K−, C−, KC−, PD−；髓层K−, C−, KC−, PD+ 红色（近分枝顶端），粉芽P+ 桔红色，含 fumarprotocetraric acid and usually chloroatranorin.",生于冷杉（Abies sp.）树干上；海拔3500～3980 m。,"吉林，内蒙古（Chen et al., 1981），云南（魏鑫丽等，2007, B. trichodes ssp. americana），台湾（Wang-Yang & Lai,1976），四川，西藏；北美，日本（Brodo & Hawksworth, 1977）。",本种是小孢发属（Bryoria）的模式种，具有多样的假杯点。它的地衣体上有深色的斑块，并生有特殊的裂缝状粉芽堆，都是在该属中特有的，可与其他种相区分。,云南（Yunnan） 香格里拉，王立松等 18-60249；德钦县，王立松等 06-26702；西藏（Xizang） 芒康县，王立松等14-47051；四川（Sichuan） 稻城县，王立松 02-40348；九龙县，王立松 96-39086。,无信息
卷叶石黄衣,"Xanthoria ulophyllodes Räsänen, Die Flecht. Estl. 1: 105（1931）Type: Russia, Woronesh, Dorf Gubarjew, Tomin M., s.n., H9510218 (H, holotype).","Russia, Woronesh, Dorf Gubarjew, Tomin M., s.n., H9510218 (H, holotype).",有分子！,"地衣体 : 中小型叶状，紧密至疏松贴生于基物，圆形扩展，直径约3.5～15cm；裂片：相互紧密靠生，具有背腹性，平坦或凸出，0.3～1.5 mm宽，尖端钝圆至缺刻；上表面：亮橘红色至橘红色，光滑，裂片边缘具粉芽；粉芽：颗粒状，粉芽堆生于裂片表面或边缘，呈枕状或唇形，与地衣体同色；髓层：白色；下表面：白色，具有短的白色至黄色的假根；子囊盘：稀见，具柄，盘面橘黄色，直径约3 mm；盘缘发育良好，光滑，常有粉芽和缘毛；子囊及子囊孢子：子囊棒状，内含8个孢子；孢子椭圆形，对极式双胞型，透明，直径13～16 × 6～8 µm；中隔厚约3～5 µm；分生孢子器：常见，埋生；分生孢子器：杆状，直径2～3 × 1～1.5 µm；地衣特征化合物：皮层K+紫色，C–, KC–, P–，含parietin, fallacinal, teloschistin。",常生于荀子灌木枝及岩石表面；海拔1300～3800m。,无信息,该种地衣体橘黄色，具有粉芽，子囊盘具缘毛，分生孢子杆状；该种与X. fallax 同具粉芽，但后者粉芽由裂片边缘破裂而形成。,西藏（Xizang），林芝县，王立松等19-66242；丁青县，王立松等16-52981；新疆（Xinjiang），喀纳斯，王立松等12-35955；云南（Yunnan），中甸县，王立松13-38311。,无信息
多形小孢发,"Bryoria variabilis (Bystrek) Brodo & D. Hawksw., Opera Bot. 42: 156, 1977≡Alectoria variabilis Bystrek, Khumbu Himal 6(1): 22, 1969.","E. NEPAL, Himalaya, Khumbu, J. Poelt L798, 1962 (M isotype!).","KU895885, KU895886",地衣体：枝状，主枝通常二叉型叉开，呈弓形，长5 ～ 10 cm，直径0.3 ～ 0.5 mm；表面：基部淡黑色，其余部分棕褐色；粉芽及裂芽：梭状至裂缝状，幼时白色，成熟后变污白色至暗色，窄于枝条；并簇生裂芽状小刺；假杯点：未知？；子囊盘和分生孢子器：未见。地衣特征化合物: 髓层均负反应，不含地衣特征化合物。,生于冷杉（Abies）、云杉（Picea）混交林以及柳（Salix）灌木。,"西藏（魏江春&姜玉梅，1986）、四川、云南（王立松&陈建斌，1994）；尼泊尔（Awasthi & Awasthi, 1985）。",本种可以根据其二叉分枝的弓形枝状地衣体与其他种相区分。此外，粉芽堆簇生裂芽状小刺并窄于枝条，髓层地衣特征化合物反应全为负反应也是本种重要的识别特征。,云南（Yunnan） 中甸县，王立松 81-36；德钦县，王立松等 16-50439；四川（Sichuan） 炉霍县，王立松等 16-54651；道孚县，王欣宇等16-53413；九龙县，王立松96-42747。,无信息
吴氏小孢发,"Bryoria wuii Li S. Wang, Phytotaxa 297(1): 37, 2017Type: CHINA. Yunnan, Deqin Co., L. S. Wang & X. Y. Wang 13–38467, 2013 (KUN-L, holotype!).","CHINA. Yunnan, Deqin Co., L. S. Wang & X. Y. Wang 13–38467, 2013 (KUN-L, holotype!).",KU895887,地衣体：枝状丛生，直立，高3 ～ 6 cm，直径0.5 ～ 1.0 mm；表面：基部浅棕色，上部棕色至暗棕色，无光泽；侧生小刺稀见或缺如；粉芽及裂芽：无；假杯点：稀见，裂隙状至梭形，黑褐色；子囊盘和分生孢子器：未见。地衣特征化合物: 皮层及髓层均负反应，不含地衣特征化合物。,生于大果红杉（Larix potaninii var. macrocarpa）树枝，海拔4000～4500 m。,仅知中国分布；四川、云南（王立松等，2017）。,本种的种加词“wuii”为纪念中国地衣学研究作出重要贡献的吴继农先生。形态讨论见刺小孢发讨论中。,四川（Sichuan） 得荣县，王立松等 09–30955；云南（Yunnan） 德钦县，牛东玲 12–38648；王立松 13–38506；香格里拉，王立松 07–42758。,无信息
云南小孢发,"Bryoria yunnana Li S. Wang & Xin Y. Wang, Phytotaxa 297(1): 38, 2017Type: CHINA. Yunnan, Dali Co., L. S. Wang 04–23414, 2004 (KUN-L, holotype!; H, isotype!).","CHINA. Yunnan, Dali Co., L. S. Wang 04–23414, 2004 (KUN-L, holotype!; H, isotype!).","KU895888, KU895889","地衣体：枝状，基部平卧，上部直立成簇，高2 ～ 3.5 cm，主枝直径0.2 ～ 0.4 mm；表面：基部黑色碳化，上部淡黄褐色至橄榄绿棕色（有时干燥后呈灰白色），具光泽；分枝：地衣体基部等二叉分枝，近顶端呈灌木状不规则分枝，第三级分枝发育不良，分枝腋钝圆形；分枝中部黑色，逐渐变，渐尖，分枝腋呈锐角或直角，约45° ～ 90°；侧生小刺：稠密至稀疏，与主枝垂直，小刺基部不隘缩，长0.2 ～ ，与地衣体同色；侧生小分枝：稀疏，长0.5 ～ 2 mm，与主枝呈钝角；粉芽及裂芽：无；假杯点：椭圆形至菱形，灰白色；子囊盘：亚顶生，无柄，无缘毛，常具假杯点；盘面直径0.5 ～ 2.5 mm，幼时凹陷，成熟后凸起，淡黄色至黄褐色；子囊及子囊孢子：子囊内含 8个孢子；孢子孢子椭圆形，单胞，无色，直径12.5 × 7.5 μm，具约 0.5 μm 薄壁；分生孢子器：未见；地衣特征化合物：髓层 P+ 黄色至桔红色, K± 黄色, C−, KC± 黄色, CK−，含fumarprotocetraric acid和一未知成分。",常见于冷杉（Abies），松（Pinus）和落叶松（Larix）树枝，稀见于栎（Quercus）和杜鹃（Rhododendron）树干，常与广开小孢发（B. divergescens）和珊粉小孢发（B. smithii）伴生；海拔2760 ～ 4300 m。,吉林，陕西，云南，四川，台湾，西藏（王立松等，2017）。,本种的主要特征是：地衣体基部平卧，上部直立，分枝淡黄棕色，具灰白色的椭圆形至菱形假杯点和亚顶生的子囊盘；与双色小孢发（B. bicolor）的外形相似，但后者具有发育完好的三级分枝，且其假杯点为梭形，色暗。,四川（Sichuan） 稻城县，王立松 13–38399；泸定县；西藏（Xizang） 芒康县，王立松 14–45411；察隅县，王立松 14–47001；云南（Yunnan） 德钦县，李建文 13–38967。,无信息
黑白黑瘤衣,"Buellia alboatra (Hoffm.) Th. Fr., Gen. Heterolich. Eur.: 91, 1861.≡Lichen alboater Hoffm., Enum. critic. lich. europ. (Bern): 30, 1784.","Germany, Arnold, Lich. Mon. 55 (UPS).","ITS-MN615695, MN615696.","地衣体：壳状，上表面呈裂隙状，地衣体平滑至亚鳞片状；边缘有时具有黑色的前地衣体；上表面浅白色，浅灰色至浅棕黄色，无粉芽；子囊盘：网衣型，直径约0.3～1.2 mm，通常小于0.5mm，圆形，幼时内陷生，成熟后贴生于地衣体表面；盘面黑色，通常具粉霜；子实层：无色，无油滴，60～100 μm 高；子实上层棕色（HNO3 -），囊层基：深棕色；子囊：棒状，Bacidia-型，具8个孢子；孢子：具3次横向分隔，以及少量的纵向分隔，通常分隔为6～8个细胞，幼时无色透明，成熟后棕灰色至深棕色，呈椭圆形，15～20 × 6～9 μm，孢子壁均匀，孢子分隔和孢子壁不均匀加厚。分生孢子器：偶见，圆形至球形，分生孢子杆状，6-10 × 1 µm。地衣特征化合物: 地衣体及髓层 K±黄色变红色 (crystals), P±黄色至桔红色, C-, UV-；髓层含amyloid(±)，norstictic, connorstictic acids(±)。",该种通常生于钙质或硅质岩石表面，也见树干生，分布于沿海及高海拔地区，幼时常附生在其它地衣体上；海拔3500～4500 m。,"新疆（阿布都拉等，1993），宁夏（Liu & Wei, 2013）和云南（Zahlbruckner, 1930）；非洲，亚洲，澳大利亚，欧洲，北美以及南美洲（Bungartz, 2007）。",该物种最大的特征为孢子为亚砖壁型（Submuriform），地衣体上表面浅白色，石生，并且通常具粉霜，易于与中国其他的黑瘤衣物种区分。它与另一个石生种美丽多瘤胞衣（Diplotomma venusta）较为接近，但区别在于后者孢子为三次分隔，并且它的子囊盘具有类似于茶渍型的白色的盘缘。,云南（Yunnan）丽江市，王立松82-1260；香格里拉县，王立松18-60035，18-60448。,无信息
中央黑瘤衣,"Buellia centralis H. Magn. Lich. Centr. Asia 1:147 (1940).Type: Gansu, Ca. 2750 m, 30/I/1932, Bohlin no.79 b (S!).","Gansu, Ca. 2750 m, 30/I/1932, Bohlin no.79 b (S!).",无信息,"地衣体：地衣体石生，壳状，紧贴基物生长，上表面具有较深的裂纹，成熟后呈龟裂网块状，地衣体边缘裂片呈亚鳞片状辐射；上表面较粗糙，灰白色至浅黄色，部分覆盖有粉霜；子囊盘：子囊盘黑色，直径约0.3～1 mm，幼时呈圆形，成熟后呈不规则菱形，通常内陷，生长在地衣体龟裂边缘处，有时子囊盘具有深裂，上表面平滑至轻微凸起，通常具有白色粉霜；子实层：70～90 μm 高，子实上层棕色（HNO3-），具有黄色晶体，囊层基深棕色；子囊：棒状，Bacidia-型，具8个孢子；孢子：双胞，Buellia-型，幼时无色透明，成熟后棕灰色至深棕色，13～17 × 6～7.5 μm，孢子壁均匀；分生孢子器：圆形，内陷散生，分生孢子杆状，4～4.5 × 1.5～2 μm。地衣特征化合物: 地衣体及髓层 K–, C–, PD–, I–,不含地衣特征化合物或有时含rhizocarpic, hypoprotocetraric and nornotatic acid; iodine reaction（traces）, 髓层不含amyloid.",通常生于干旱荒漠地区裸岩表面；海拔3000～4000 m。,"甘肃，内蒙古（Magnusson, 1944），西藏，尼泊尔（Obermayer, 2004）；塔吉克斯坦（Golubkova, 1973）和蒙古（Golubkova, 1981）。",该物种是干旱地区比较常见的物种，最典型的特征为地衣体灰白色，并覆盖有白色粉霜，边缘呈鳞片状向外辐射。另一个具有鳞片状的物种裂片黑瘤衣（B. disjecta）在形态上与裂片黑瘤衣较为相似，但其地衣特征化合物成分不同，含有atranorin和norstictic acid，此外，裂片黑瘤衣的子囊盘贴生于地衣体表面，而中央黑瘤衣则为内陷，生长在地衣裂隙中央。,甘肃（Gansu），酒泉，王立松等18-58619；西藏（Xizang），昌都，王立松等18-60999。,无信息
荒漠微孢衣,"Acarospora schleicheri (Ach.) A. Massal., Ric. auton. lich. crost. (Verona): 27 (1852).≡ Urceolaria schleicheri Ach., Lich. univ.: 332 (1810).",？？？,ITS-MK503461，ITS-MK503464,地衣体：疣状至鳞片状，集生至离生，直径5～15（～30）cm；鳞片：圆形至不规则形，直径 0.3～2.7（～3.2）mm，边缘鳞片较小、离生，近中央鳞片紧密靠生；上表面：金黄色至柠檬黄色，粗糙或光滑，无光泽，具显著粉霜层；上皮层：外皮层黄色，内皮层无色；藻层：不均匀，厚90～130 µm；髓层：白色，厚200 µm；子囊盘：圆形或近圆形，直径？？？mm，盘面栗褐色至暗褐色，粗糙，幼时埋生并具粉霜，成熟后盘面凸起呈盔状，粉霜消失或宿存；囊盘被：不明显；子实上层：黄褐色，高10～18 µm；子实层：透明，厚80～130 µm，I + 蓝色；侧丝：分枝分隔，直径1～2.5 µm；子囊：棒状，内含超过100个孢子；子囊孢子：椭圆形至近球形，直径3～7 × 2～4.5 µm；地衣特征化合物：UV+ 桔红色，显色反应均负反应，含rhizocarpic acid。,土壤表面；海拔1600～5000 m。,新疆、西藏、四川、云南（Zahlbruckner，1930 b；Wang XY，1985；阿布都拉·阿巴斯等，1993；阿布都拉·阿巴斯& 吴继农，1998；Obermayer，2004)；亚洲、欧洲、北非和北美（Nash，2007）。,该种是微孢衣属的模式种，中国横断山及西北高山常见；其主要分类特征是地衣体呈鳞壳状，上表面金黄色或柠檬黄色，下表面具菌丝束状假根，常见于高海拔地区钙化或沙化土壤表面。,西藏（Xizang），拉萨，王立松16-51703；青海（Qinhai），海西县，王立松18-58292；甘肃（Gansu），张掖县，王立松18-59714；云南（Yunnan），德钦县，王立松12-35339；四川（Sichuan），德格县，王立松16-54763。,无信息
美丽黑瘤衣,"Buellia elegans Poelt, Nova Hedwigia 25(1-2): 184 (1974)Type: Italia, Anzi, M., #s.n. (M!).","Italia, Anzi, M., #s.n. (M!).",无信息,"地衣体：白色裂片状，呈辐射状扩展，1～2 cm长，0.3～1 cm宽，无前地衣体，上表面具有白色钙质结晶，下表面白色；子囊盘：幼年时内陷，成熟后贴生，盘面黑色，平滑至轻微凸起，无光泽，无粉霜，盘缘黑色不消失；子实层：无色，70～85 μm高，I + 蓝色，囊层基深棕色；子囊：棒状，Bacidia型，具8个孢子；孢子双胞，Buellia型，幼时无色透明，成熟后棕灰色至深棕色，呈椭圆形，顶端钝圆，13～22 × 6～10 μm。分生孢子器：未见。地衣特征化合物: 皮层 K+ 黄色, C-, P-, UV+ 桔红色，皮层含atranorin; 髓层P ±桔红色至红色, K ± 红色，± 含 norstictic acid。",通常生于高山草甸或荒漠土壤表面；海拔3000～4000m。,"欧洲，北美高海拔地区以及北极（Thompson, 1997）。中国新纪录物种，",该物种由于具有独特的白色辐射状的裂片，裂片上表面具有结晶，易于与其他的黑瘤衣属物种区别开，是少数具有裂片的黑瘤衣属物种之一。它还与大孢衣属（Physconia）的物种在外形上较为相似，区别在于大孢衣属的子囊盘为茶渍型，孢子为Physconia型。,西藏（Xizang），拉萨，王立松等16-51770；青海（Qinghai），乌兰，王立松等18-59244。,无信息
玫瑰黑瘤衣,"Buellia erubescens Arnold, Verh. zool.-bot. Ges. Wien 25: 493(1875) (1874)≡ Buellia zahlbruckneri Stnr. var. erubescens Stnr. apud Zahlbr. in Denkschr. ma th.-nat. Kl. kais. Akad. Wiss. Wien.LXXXIII:193(1909). Zahlbr. in Handel-Mazzetti, Symb. Sin. 3:224 (1930).","Italy, Tirol, 1893/08/25, M0024854 (M)",无信息,"地衣体：树干生，壳状，上表面龟裂状至裂隙状，连续；边缘通常无前地衣体，与其他地衣贴近生长时边缘会出现黑色的菌丝带；上表面灰色，灰白色至浅白色，光滑，无粉霜；髓层白色，无草酸钙结晶(H2SO4-)。子囊盘：网衣型，直径约0.3～0.9 mm，圆形，无柄，成熟后贴生于地衣体表面，边缘黑色，成熟后通常消失；盘面黑色，无粉霜，幼时平滑，成熟后凸起状；子实层：无色，无油滴，60～80 μm 高，子实上层棕色（HNO3-），囊层基深棕色。子囊：棒状，Bacidia-型，具8个孢子，孢子：双胞，Buellia-型，幼时无色透明，成熟后棕灰色至深棕色，呈椭圆形，顶端钝圆，不弯曲，9～15 × 6～8 μm，孢子壁均匀，幼时通常较厚，孢子分隔和顶部在整个发育时期无加厚。地衣特征化合物: 地衣体及髓层 K+ 黄色 to 桔红色, C-, PD-, I-, UV-, 含 atranorin，norstictic acid, 以及 connorstictic and salazinic acids（traces）.",玫瑰黑瘤衣常见于温带亚高山森林中，生于松（Pinus）、栎(Quercus)树干，特别是较为年幼的树枝上；海拔2000～3000 m。,"云南（Zahlbruckner, 1930），台湾（Zahlbruckner, 1933；Wang-Yang & Lai, 1973）；欧洲以及北美广布（Bungartz, 2007）。",玫瑰黑瘤衣在外形上与其他树生的黑瘤衣类群比较相似，均为灰白色地衣体，子囊盘贴生，但它与其他物种的最大区别在于，其孢子为Buellia-型，椭圆形，两端钝圆，不弯曲，而中国其他的树生黑瘤衣类群则通常为Callispora-型，两端渐尖，并弯曲状。此外，它同时含有atranorin和norstictic acid。,四川（Sichuan），米易，王立松83-21083；云南（Yunnan），南涧，王立松等12-34309。,无信息
地生黑瘤衣,"Buellia geophila (Flörke ex Sommerf.) Lynge, Meddr Grønland, Biosc. 118(no. 8): 177 (1937)≡ Lecidea geophila Flörke ex Sommerf., Suppl. Fl. lapp. (Oslo): 157 (1826)","austria, Eggerth (WU).",ITS-MN615682.,"地衣体：壳状，疣突状不规则分布，有时呈颗粒状；边缘通常无前地衣体；上表面白色至灰白色，无粉霜；髓层白色；子囊盘：网衣型，直径约0.2～1.2 mm，圆形，无柄，贴生于地衣体表面，有时聚生，边缘黑色，成熟后通常不消失；盘面黑色，无粉霜，幼时平滑，成熟后轻微凸起状；果壳较薄，aethalea-型，深棕色；子实层：无色，无油滴，70～85 μm 厚，子实上层棕色（HNO3-），囊层基深棕色；子囊：棒状，Bacidia-型，具8个孢子；孢子：具3次分隔，成熟后Callispora-型，棕灰色至深棕色，长椭圆形至锥形，顶端渐尖，弯曲，15～25  × 5～8 μm；分生孢子器：偶见，分生孢子杆状，4～6 × 1 µm。地衣特征化合物: Thallus K ± 黄色, C + 黄色至桔红色, KC + 黄色, UV + 黄色, 含 6-O-methylarthothelin, and atranorin (trace).",常见于青藏高原高山草甸，附生于苔藓或其它地衣表面；海拔4500～5000 m。,"云南（Wang et al. 2xxxx），以及俄罗斯和欧洲中部（Nordin, 2000）。",地生黑瘤衣（B. geophila）与疣突黑瘤衣（B. insignis）生长在相同的生境中，在外形上十分相似，难以分辨，但二者可以通过孢子形态区分，地生黑瘤衣孢子具有三次分隔并且为Callispora型。,云南（Yunnan），德钦，王立松 等18-60217。,无信息
疣突黑瘤衣,"Buellia insignis (Nägeli ex Hepp) Th. Fr., Nova Acta R. Soc. Scient. upsal., Ser. 3 3: 327 (1861) [1860]≡ Lecidea insignis Nägeli ex Hepp, Flecht. Europ.: no. 39 (1853)","Switzerland, Hepp, P., #s.n. G00295018 (G!)",ITS-MN615681.,"地衣体：壳状，不规则疣突型，地衣体不连续；边缘通常无前地衣体；上表面白色至灰白色，无粉霜；髓层白色；子囊盘：网衣型，直径约0.2～1.0 mm，圆形，无柄，贴生于地衣体表面，边缘黑色，成熟后通常不消失；盘面黑色，无粉霜，幼时平滑，成熟后轻微凸起状；果壳较薄，aethalea-型，内侧菌丝浅棕色，外侧菌丝碳化呈深棕色；子实层：无色，无油滴，50～70 μm 厚，子实上层棕色（HNO3 -），囊层基深棕色。子囊：棒状，Bacidia-型，具8个孢子，孢子：双胞，Buellia-型，棕灰色至深棕色，呈椭圆形，顶端钝圆，不弯曲，15～25  × 5～8 μm；分生孢子器：未见。地衣特征化合物: 皮层 K + 黄色, C + 桔红色, PD-, I-, UV + 黄色, 含 atranorin and 6-O-methylarthothelin; 髓层不含amyloid.",该物种通常生于枯草、枯苔藓或卷柏等植物表面，偶见土表生。分布于青藏高原海拔3500～4800 m高山草甸。,"云南、西藏（Wang et al. 2xxxx）；欧洲北部、美洲北部以及喜马拉雅地区（Galloway et al., 1998）。","该物种特征在于地衣体白色并呈疣突状，含有蒽醌类化合物，并且孢子较大，可达25μm长。Nordin等（2004）将这一类土生并且含有6-O-methylarthothelin的物种归到了Tetramelas属中，但这个属的定义由于相对较为主观，并且缺乏系统发育学研究的支持，属的界定还存争议（Bungartz, 2007），在系统的分类研究结果之前，我们仍将它留在Buellia属当中。",西藏（Xizang），昌都，王立松等18-60862；云南（Yunnan），德钦，王立松等12-35790。+ 20-67976,无信息
小点黑瘤衣,"Buellia punctata (Hoffm.) A. Massal. Ric. auton. lich. crost. (Verona): 81, fig. 165 (1852).≡ Verrucaria punctata Hoffm., Deutschl. Fl., Zweiter Theil (Erlangen): 192 (1796) [1795].",无信息,无信息,"地衣体：壳状，呈龟裂状至裂隙状，地衣体连续；边缘无前地衣体；上表面深灰色至浅灰色，偶见棕色，平滑无光泽，无粉霜，髓层白色；子囊盘：网衣型，直径约0.2～0.4 mm，圆形，无柄，贴生，边缘黑色，成熟后常消失；盘面黑色，无粉霜，幼时平滑，成熟后凸起状；果壳较薄，aethalea型；子实层：无色，无油滴，50～70 μm 高；子实上层棕色（HNO3-）；囊层基棕色。子囊：棒状，Bacidia-型，具8个孢子；孢子双胞，Buellia-型，幼时无色透明，成熟后棕灰色至深棕色，呈椭圆形，顶端钝圆，10～12 × 5～6 μm。分生孢子器：未见。地衣特征化合物: 地衣体及髓层 K-, C-, PD-, I-, UV-，不含地衣特征化合物。",小点黑瘤衣通常生长在受人为干扰较多的次生林中，常见于柏(Juniperus)、松(Pinus)树干，及较为年幼的树枝上；海拔3000～4000 m。,"云南（Zahlbruckner, 1930）、江苏（Xu, 1989）、浙江（Hawksworth & Weng, 1990），世界广布种（Bungartz, 2007）。",小点黑瘤衣与玫瑰黑瘤衣（B. erubescens）形态上较为相似，两者均为树生类群。它们的主要区别在于小点黑瘤衣不含次生代谢产物，而玫瑰黑瘤衣则含黑茶渍素及降斑点酸；该物种的子囊盘非常小，通都常小于0.4mm，而玫瑰黑瘤衣子囊盘则较大，通常大于0.5mm，此外，二者的果壳类型也不同。,西藏（Xizang），昌都，王立松等18-60759；云南（Yunnan），德钦，王立松等15-49534。,无信息
金黄黑瘤衣,无信息,无信息,无信息,无信息,无信息,无信息,无信息,无信息,无信息
裂芽球针叶,无信息,无信息,无信息,无信息,本种在中国主要附生于云南松树干及树枝上，偶见于其他树种树皮及岩石表面生长；海拔：1341~2665 m。,"贵州、四川、台湾和云南（Zhang et al., 2016）；北美，北太平洋，大洋洲，非洲，南美，亚洲和中美（Benatti, 2013）。",本种的主要分类特征为：上表面有白斑，缘毛基部膨大明显、顶端短而单一、稀疏着生于裂片边缘，下表面浅黄棕色，有裂芽，髓层含有水杨嗪酸。本种极易与亚皮革球针叶相混淆，但后者上表面无白斑，且缘毛基部膨大不规则、有比裂芽球针叶稍长的顶端。裂芽球针叶还与烟草球针叶相似，二者均有裂芽和明显的上表面白斑，但是二种可以通过下表面颜色相区分：裂芽球针叶下表面灰黄棕色，烟草球针叶下表面黑色，有一浅棕色乳突边缘。,云南（Yunnan）宾川，王立松、王欣宇&刘栋12-33461；贵州（Guizhou）江口，王立松88-128；台湾（Taiwan）南投，王立松&王欣宇15-49178。,无信息
狭叶球针叶,无信息,无信息,无信息,无信息,生长在半干旱环境次生林下的砂岩表面；海拔：1540~1650 m。,云南，目前仅在中国有报道（Zhang et al. 2016）。,狭叶球针叶的主要分类特征在于：裂片狭窄(1~3.5 mm)，不规则分叉，裂芽黑棕色、球状至短柱状、密集分布于地衣体上表面中央，缘毛顶端单一、基部膨大不规则，下表面浅棕色，假根顶端单一，髓层含有水杨嗪酸。Bulbothrix decurtata (Kurok.) Hale 与狭叶球针叶有相似的裂片大小、生境、裂芽和髓层物质，然而前者由于上表面橄榄绿色且严重撕裂，下表面黑色，假根有膨大的基部而易于与后者相区分。B. australiensis Hale 在地衣体形态和颜色上也与狭叶球针叶非常相似，但B. australiensis 的裂芽较长(0.5~1.1 mm)，假根基部有膨大，上表面有密集的分生孢子器，且其仅生长于树皮表面。,云南（Yunnan）楚雄，王立松等 13-4126，13-41301。,无信息
齿龈球针叶,无信息,无信息,无信息,无信息,主要生长于松属，栎属树种的树干树皮上，余甘子和荀子Cotoneaster spp.树种的树枝上，以及半干旱地区次生林下的岩石上；海拔：1274~3160 m。,广西、四川和云南，目前仅在中国有报道（Zhang et al. 2016）。,齿龈球针叶的主要分类特征在于：缘毛顶端退化消失或偶有短而单一的顶端，裂片通常比较宽大(5~11 mm)，上表面皱褶，暴露在阳光下时呈褐色，假根通常具有毛笔状的白色顶端，裂芽颗粒状并有黑色顶端，下表面黑色、黑棕色、极少数浅棕色。裂芽球针叶的缘毛结构与齿龈球针叶较像，同样膨大明显，稀疏着生于裂片边缘，但裂芽球针叶的缘毛有短而单一的顶端，上表面苍灰色、有明显而密集的白斑，且下表面颜色为均匀的浅黄棕色。,四川（Sichuan）渡口，王立松83-65；云南（Yunnan）普洱，王立松等 14-44153。,无信息
四川球针叶,无信息,无信息,无信息,无信息,本种通常生长在松属、栎属或胡桃属下物种的树皮或树枝上；海拔1200~2800 m。,"四川、西藏和云南（Zhang et al, 2016）；亚洲（Benatti, 2012a; Hale, 1974）。",本种的主要分类特征为：上表面无裂芽，下表面一致的浅黄棕色，缘毛短(< 0.3 mm)而有单一的顶端，假根细小，髓层含有水杨嗪酸。四川球针叶与大孢球针叶相似，二者上表面都无裂芽，但大孢球针叶的下表面黑色、有一棕色的乳突边缘，且大孢球针叶的孢子较四川球针叶大。,标本引证（明确标本）：四川（Sichuan）渡口，王立松83-535a；西藏（Tibet）墨脱，苏永革4825；云南（Yunnan）元谋，王立松 等13-39866，贡山县，王立松 等15-48055。,无信息
